CMPLNT_NUM,ADDR_PCT_CD,BORO_NM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,CRM_ATPT_CPTD_CD,HADEVELOPT,HOUSING_PSA,JURISDICTION_CODE,JURIS_DESC,KY_CD,LAW_CAT_CD,LOC_OF_OCCUR_DESC,OFNS_DESC,PARKS_NM,PATROL_BORO,PD_CD,PD_DESC,PREM_TYP_DESC,RPT_DT,STATION_NAME,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,VIC_AGE_GROUP,VIC_RACE,VIC_SEX,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon,New Georeferenced Column,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
261404025,48,BRONX,12/30/2022,18:30:00,12/31/2022,11:48:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,FRONT OF,GRAND LARCENY,(null),PATROL BORO BRONX,421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",STREET,01/01/2023,(null),UNKNOWN,UNKNOWN,U,,25-44,BLACK,F,1014405,248682,40.8492,-73.891002,"(40.8492, -73.891002)",POINT (-73.891002 40.8492),10935,35,5,22,31
262106885,41,BRONX,12/30/2022,10:00:00,01/03/2023,10:10:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO BRONX,425,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",RESIDENCE - APT. HOUSE,01/18/2023,(null),UNKNOWN,UNKNOWN,U,,25-44,WHITE,F,1015463,237087,40.81737,-73.887232,"(40.81737, -73.887232)",POINT (-73.887232 40.81737),12343,8,5,43,24
261508462,75,BROOKLYN,12/30/2022,15:00:00,12/30/2022,23:50:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,351,MISDEMEANOR,FRONT OF,CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO BKLYN NORTH,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",RESIDENCE - APT. HOUSE,01/06/2023,(null),18-24,WHITE HISPANIC,M,,UNKNOWN,UNKNOWN,D,1014879,184663,40.673482,-73.88958,"(40.673482, -73.88958)",POINT (-73.88958 40.673482),17214,45,2,37,47
261276182,115,QUEENS,12/30/2022,11:00:00,12/30/2022,11:01:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO QUEENS NORTH,333,"LARCENY,PETIT FROM STORE-SHOPL",CLOTHING/BOUTIQUE,01/03/2023,(null),UNKNOWN,WHITE HISPANIC,M,,UNKNOWN,UNKNOWN,D,1016356,212065,40.748688,-73.884123,"(40.748688, -73.884123)",POINT (-73.884123 40.748688),14783,65,3,21,73
261507913,115,QUEENS,12/30/2022,12:00:00,12/31/2022,00:01:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,106,FELONY,INSIDE,FELONY ASSAULT,(null),PATROL BORO QUEENS NORTH,109,"ASSAULT 2,1,UNCLASSIFIED",RESIDENCE-HOUSE,01/06/2023,(null),25-44,WHITE HISPANIC,F,,<18,WHITE HISPANIC,F,1016119,215659,40.758555,-73.884965,"(40.758555, -73.884965)",POINT (-73.884965 40.758555),14781,65,3,5,73
261596734,52,BRONX,12/30/2022,10:00:00,,(null),COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO BRONX,352,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",RESIDENCE - APT. HOUSE,01/08/2023,(null),(null),(null),(null),,25-44,BLACK,F,1015954,256765,40.87138,-73.885363,"(40.87138, -73.885363)",POINT (-73.885363 40.87138),10936,24,5,40,34
262640628,115,QUEENS,12/30/2022,08:00:00,01/10/2023,10:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO QUEENS NORTH,347,PETIT LARCENY-CHECK FROM MAILB,MAILBOX INSIDE,01/28/2023,(null),UNKNOWN,UNKNOWN,U,,45-64,WHITE HISPANIC,F,1015200,213775,40.753388,-73.888289,"(40.753388, -73.888289)",POINT (-73.888289 40.753388),14783,65,3,5,73
261653332,48,BRONX,12/30/2022,23:00:00,12/30/2022,23:15:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,(null),PATROL BORO BRONX,101,ASSAULT 3,RESIDENCE - APT. HOUSE,01/09/2023,(null),UNKNOWN,UNKNOWN,U,,25-44,BLACK,F,1016246,248251,40.848011,-73.884351,"(40.848011, -73.884351)",POINT (-73.884351 40.848011),11269,35,5,22,31
261285758,42,BRONX,12/30/2022,17:00:00,12/30/2022,17:05:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,106,FELONY,INSIDE,FELONY ASSAULT,(null),PATROL BORO BRONX,105,STRANGULATION 1ST,RESIDENCE - APT. HOUSE,01/02/2023,(null),25-44,BLACK,M,,65+,BLACK,F,1015430,243957,40.836228,-73.88732,"(40.836228, -73.88732)",POINT (-73.88732 40.836228),11269,34,5,43,25
261254538,75,BROOKLYN,12/30/2022,22:00:00,12/30/2022,22:10:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,(null),PATROL BORO BKLYN NORTH,114,OBSTR BREATH/CIRCUL,RESIDENCE-HOUSE,01/01/2023,(null),45-64,WHITE HISPANIC,M,,<18,BLACK,F,1016688,181073,40.663624,-73.883077,"(40.663624, -73.883077)",POINT (-73.883077 40.663624),17214,45,2,25,47
261483120,48,BRONX,12/30/2022,12:00:00,01/06/2023,12:12:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,126,FELONY,INSIDE,MISCELLANEOUS PENAL LAW,(null),PATROL BORO BRONX,198,CRIMINAL CONTEMPT 1,RESIDENCE - APT. HOUSE,01/06/2023,(null),UNKNOWN,WHITE HISPANIC,M,,25-44,WHITE HISPANIC,F,1015896,249317,40.850938,-73.88561,"(40.850938, -73.88561)",POINT (-73.88561 40.850938),10935,35,5,22,31
261260165,75,BROOKLYN,12/30/2022,22:00:00,12/30/2022,22:10:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,(null),PATROL BORO BKLYN NORTH,114,OBSTR BREATH/CIRCUL,RESIDENCE-HOUSE,01/01/2023,(null),UNKNOWN,UNKNOWN,U,,<18,BLACK,F,1016688,181073,40.663624,-73.883077,"(40.663624, -73.883077)",POINT (-73.883077 40.663624),17214,45,2,25,47
261206580,42,BRONX,12/30/2022,13:30:00,01/01/2023,15:50:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,126,FELONY,(null),MISCELLANEOUS PENAL LAW,(null),PATROL BORO BRONX,117,RECKLESS ENDANGERMENT 1,STREET,01/01/2023,(null),UNKNOWN,UNKNOWN,U,,UNKNOWN,UNKNOWN,M,1016280,243941,40.83617888,-73.88424886,"(40.83617888, -73.88424886)",POINT (-73.88424886 40.83617888),11269,34,5,43,25
262640583,41,BRONX,12/30/2022,05:00:00,12/30/2022,05:30:00,COMPLETED,(null),,72,DEPT OF CORRECTIONS,118,FELONY,INSIDE,DANGEROUS WEAPONS,(null),PATROL BORO BRONX,793,WEAPONS POSSESSION 3,(null),01/28/2023,(null),25-44,ASIAN / PACIFIC ISLANDER,M,,UNKNOWN,UNKNOWN,E,1017933,232222,40.804008,-73.878333,"(40.804008, -73.878333)",POINT (-73.878333 40.804008),12343,8,5,43,24
262115600,52,BRONX,12/30/2022,12:00:00,,(null),COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO BRONX,352,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",RESIDENCE - APT. HOUSE,01/18/2023,(null),UNKNOWN,UNKNOWN,U,,25-44,BLACK HISPANIC,F,1016720,256085,40.869512,-73.882599,"(40.869512, -73.882599)",POINT (-73.882599 40.869512),10936,24,5,40,34
261536547,110,QUEENS,12/30/2022,00:49:00,,(null),COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,FRONT OF,PETIT LARCENY,(null),PATROL BORO QUEENS NORTH,353,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE",RESIDENCE-HOUSE,01/05/2023,(null),(null),(null),(null),,18-24,WHITE HISPANIC,M,1016737,211132,40.746127,-73.882754,"(40.746127, -73.882754)",POINT (-73.882754 40.746127),14784,66,3,5,68
261408557,110,QUEENS,12/30/2022,01:00:00,12/30/2022,01:30:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,351,MISDEMEANOR,REAR OF,CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO QUEENS NORTH,256,"MISCHIEF, CRIMINAL 4, BY FIRE",RESIDENCE-HOUSE,01/02/2023,(null),UNKNOWN,ASIAN / PACIFIC ISLANDER,M,,65+,ASIAN / PACIFIC ISLANDER,F,1018392,208699,40.739442,-73.876793,"(40.739442, -73.876793)",POINT (-73.876793 40.739442),14784,66,3,5,68
263649003,115,QUEENS,12/30/2022,09:00:00,02/05/2023,11:35:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,126,FELONY,INSIDE,MISCELLANEOUS PENAL LAW,(null),PATROL BORO QUEENS NORTH,461,UNAUTHORIZED USE VEHICLE 2,CHAIN STORE,02/15/2023,(null),25-44,UNKNOWN,M,,UNKNOWN,UNKNOWN,D,1017100,218938,40.767551,-73.881405,"(40.767551, -73.881405)",POINT (-73.881405 40.767551),14511,65,3,4,73
261233691,75,BROOKLYN,12/30/2022,23:00:00,12/31/2022,09:10:00,COMPLETED,(null),,1,N.Y. TRANSIT POLICE,121,FELONY,(null),CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO BKLYN NORTH,268,CRIMINAL MIS 2 & 3,TRANSIT - NYC SUBWAY,01/02/2023,EUCLID AVENUE,UNKNOWN,UNKNOWN,U,33,UNKNOWN,UNKNOWN,D,1019779,185370,40.67540324,-73.87191357,"(40.67540324, -73.87191357)",POINT (-73.87191357 40.67540324),17215,45,2,25,47
261233690,75,BROOKLYN,12/30/2022,12:00:00,12/30/2022,12:30:00,COMPLETED,(null),346,2,N.Y. HOUSING POLICE,126,FELONY,INSIDE,MISCELLANEOUS PENAL LAW,(null),PATROL BORO BKLYN NORTH,198,CRIMINAL CONTEMPT 1,RESIDENCE - PUBLIC HOUSING,01/02/2023,(null),25-44,BLACK,M,,25-44,BLACK,F,1019639,184384,40.672699,-73.872423,"(40.672699, -73.872423)",POINT (-73.872423 40.672699),17215,45,2,25,47
261354989,110,QUEENS,12/30/2022,16:11:00,12/30/2022,16:17:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO QUEENS NORTH,333,"LARCENY,PETIT FROM STORE-SHOPL",DEPARTMENT STORE,01/03/2023,(null),<18,WHITE,M,,UNKNOWN,UNKNOWN,D,1018896,207065,40.734955,-73.874983,"(40.734955, -73.874983)",POINT (-73.874983 40.734955),14784,66,3,5,68
261352781,115,QUEENS,12/30/2022,12:00:00,12/30/2022,12:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,348,MISDEMEANOR,(null),VEHICLE AND TRAFFIC LAWS,(null),PATROL BORO QUEENS NORTH,916,LEAVING SCENE-ACCIDENT-PERSONA,STREET,01/03/2023,(null),(null),(null),(null),,45-64,WHITE HISPANIC,F,1020035,213111,40.75154455,-73.8708432,"(40.75154455, -73.8708432)",POINT (-73.8708432 40.75154455),14783,65,3,21,73
261623349,43,BRONX,12/30/2022,08:00:00,01/03/2023,08:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO BRONX,418,"LARCENY,GRAND BY ACQUIRING LOST CREDIT CARD",SMALL MERCHANT,01/08/2023,(null),UNKNOWN,UNKNOWN,U,,45-64,BLACK,M,1019871,241008,40.828117,-73.871285,"(40.828117, -73.871285)",POINT (-73.871285 40.828117),11610,58,5,31,26
261233765,104,QUEENS,12/30/2022,14:30:00,01/01/2023,09:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,FRONT OF,PETIT LARCENY,(null),PATROL BORO QUEENS NORTH,357,"LARCENY,PETIT OF VEHICLE ACCES",STREET,01/02/2023,(null),(null),(null),(null),,65+,WHITE,F,1018324,202471,40.722348,-73.877069,"(40.722348, -73.877069)",POINT (-73.877069 40.722348),15309,54,3,34,62
261206611,115,QUEENS,12/30/2022,18:30:00,,(null),COMPLETED,(null),,0,N.Y. POLICE DEPT,351,MISDEMEANOR,FRONT OF,CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO QUEENS NORTH,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMMERCIAL BUILDING,01/01/2023,(null),(null),(null),(null),,UNKNOWN,UNKNOWN,D,1019522,212872,40.750893,-73.872694,"(40.750893, -73.872694)",POINT (-73.872694 40.750893),14783,65,3,21,73
261614965,75,BROOKLYN,12/30/2022,16:30:00,01/06/2023,06:30:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,FRONT OF,PETIT LARCENY,(null),PATROL BORO BKLYN NORTH,321,"LARCENY,PETIT FROM AUTO",STREET,01/09/2023,(null),UNKNOWN,UNKNOWN,U,,UNKNOWN,UNKNOWN,D,1018606,181120,40.663743,-73.876164,"(40.663743, -73.876164)",POINT (-73.876164 40.663743),17215,45,2,25,47
261572044,104,QUEENS,12/30/2022,10:37:00,12/30/2022,11:10:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,FRONT OF,PETIT LARCENY,(null),PATROL BORO QUEENS NORTH,353,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE",RESIDENCE-HOUSE,01/05/2023,(null),UNKNOWN,UNKNOWN,U,,45-64,WHITE,F,1018550,200343,40.716507,-73.876265,"(40.716507, -73.876265)",POINT (-73.876265 40.716507),15309,54,3,34,62
261536558,110,QUEENS,12/30/2022,16:09:00,12/30/2022,16:17:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,(null),PETIT LARCENY,(null),PATROL BORO QUEENS NORTH,333,"LARCENY,PETIT FROM STORE-SHOPL",DEPARTMENT STORE,01/01/2023,(null),(null),(null),(null),,18-24,WHITE HISPANIC,D,1018896,207065,40.734955,-73.874983,"(40.734955, -73.874983)",POINT (-73.874983 40.734955),14784,66,3,5,68
261204376,115,QUEENS,12/30/2022,21:00:00,12/30/2022,23:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,344,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,(null),PATROL BORO QUEENS NORTH,101,ASSAULT 3,STREET,01/01/2023,(null),25-44,WHITE HISPANIC,M,,18-24,WHITE HISPANIC,F,1020283,213202,40.75179332,-73.86994763,"(40.75179332, -73.86994763)",POINT (-73.86994763 40.75179332),14510,65,3,21,73
261546692,49,BRONX,12/30/2022,18:00:00,12/30/2022,20:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,351,MISDEMEANOR,FRONT OF,CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO BRONX,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",RESIDENCE - APT. HOUSE,01/05/2023,(null),UNKNOWN,UNKNOWN,U,,25-44,WHITE HISPANIC,F,1020827,249712,40.852001,-73.867785,"(40.852001, -73.867785)",POINT (-73.867785 40.852001),11271,59,5,12,32
261289444,47,BRONX,12/30/2022,18:00:00,12/30/2022,18:10:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,578,VIOLATION,FRONT OF,HARRASSMENT 2,(null),PATROL BORO BRONX,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,01/01/2023,(null),UNKNOWN,BLACK,M,,25-44,BLACK,F,1022797,261566,40.884529,-73.860595,"(40.884529, -73.860595)",POINT (-73.860595 40.884529),11605,29,5,2,30
262726564,102,QUEENS,12/30/2022,19:00:00,12/30/2022,20:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,(null),PATROL BORO QUEENS SOUTH,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,01/30/2023,(null),25-44,WHITE HISPANIC,F,,<18,WHITE HISPANIC,F,1021381,190573,40.68968,-73.866107,"(40.68968, -73.866107)",POINT (-73.866107 40.68968),24017,46,3,34,60
262853903,43,BRONX,12/30/2022,19:45:00,02/01/2023,20:24:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,361,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,(null),PATROL BORO BRONX,639,AGGRAVATED HARASSMENT 2,RESIDENCE - APT. HOUSE,02/01/2023,(null),25-44,BLACK,M,,25-44,BLACK,M,1022816,238673,40.821694,-73.860656,"(40.821694, -73.860656)",POINT (-73.860656 40.821694),11611,58,5,31,26
261499658,47,BRONX,12/30/2022,16:30:00,01/06/2023,12:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,(null),PATROL BORO BRONX,637,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE - APT. HOUSE,01/06/2023,(null),45-64,ASIAN / PACIFIC ISLANDER,M,,45-64,BLACK,F,1021787,260278,40.880998,-73.864255,"(40.880998, -73.864255)",POINT (-73.864255 40.880998),11605,29,5,2,30
261196033,47,BRONX,12/30/2022,18:00:00,01/01/2023,10:30:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,(null),GRAND LARCENY,(null),PATROL BORO BRONX,457,"LARCENY,GRAND OF VEHICULAR/MOTORCYCLE ACCESSORIES",STREET,01/01/2023,(null),UNKNOWN,UNKNOWN,U,,25-44,BLACK,F,1023360,259553,40.87900057,-73.85857186,"(40.87900057, -73.85857186)",POINT (-73.85857186 40.87900057),11605,29,5,2,30
261354988,110,QUEENS,12/30/2022,20:15:00,12/31/2022,08:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,FRONT OF,PETIT LARCENY,(null),PATROL BORO QUEENS NORTH,321,"LARCENY,PETIT FROM AUTO",STREET,01/03/2023,(null),UNKNOWN,UNKNOWN,U,,45-64,WHITE HISPANIC,M,1024212,210709,40.744935,-73.855781,"(40.744935, -73.855781)",POINT (-73.855781 40.744935),14510,66,3,21,68
264451499,115,QUEENS,12/30/2022,12:03:00,12/31/2022,12:03:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO QUEENS NORTH,352,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",OTHER,01/05/2023,(null),(null),(null),(null),,25-44,ASIAN / PACIFIC ISLANDER,D,1023797,213991,40.753947,-73.857257,"(40.753947, -73.857257)",POINT (-73.857257 40.753947),14510,65,3,21,73
266993098,43,BRONX,12/30/2022,13:26:00,,(null),COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO BRONX,412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",RESIDENCE-HOUSE,04/20/2023,(null),18-24,BLACK HISPANIC,M,,18-24,BLACK,F,1024296,241654,40.829872,-73.855292,"(40.829872, -73.855292)",POINT (-73.855292 40.829872),11610,58,5,31,26
262328436,104,QUEENS,12/30/2022,22:30:00,12/30/2022,23:30:00,ATTEMPTED,(null),,0,N.Y. POLICE DEPT,106,FELONY,(null),FELONY ASSAULT,(null),PATROL BORO QUEENS NORTH,109,"ASSAULT 2,1,UNCLASSIFIED",STREET,01/22/2023,(null),UNKNOWN,WHITE HISPANIC,M,,25-44,WHITE HISPANIC,M,1024332,195609,40.70348746,-73.85543856,"(40.70348746, -73.85543856)",POINT (-73.85543856 40.70348746),15310,40,3,34,62
262720077,43,BRONX,12/30/2022,12:00:00,01/30/2023,11:35:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,(null),PETIT LARCENY,(null),PATROL BORO BRONX,349,"LARCENY,PETIT OF LICENSE PLATE",STREET,01/30/2023,(null),UNKNOWN,UNKNOWN,U,,45-64,BLACK,M,1023892,236477,40.81566147,-73.85678449,"(40.81566147, -73.85678449)",POINT (-73.85678449 40.81566147),11611,58,5,31,26
261277542,43,BRONX,12/30/2022,15:00:00,01/02/2023,20:33:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,110,FELONY,INSIDE,GRAND LARCENY OF MOTOR VEHICLE,(null),PATROL BORO BRONX,455,"LARCENY,GRAND OF TRUCK",PARKING LOT/GARAGE (PRIVATE),01/03/2023,(null),45-64,BLACK,M,,UNKNOWN,UNKNOWN,D,1027662,242520,40.832231,-73.843122,"(40.832231, -73.843122)",POINT (-73.843122 40.832231),11270,58,5,12,26
261233745,102,QUEENS,12/30/2022,19:00:00,01/02/2023,06:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,107,FELONY,(null),BURGLARY,(null),PATROL BORO QUEENS SOUTH,234,"BURGLARY, TRUCK UNKNOWN TIME",STREET,01/02/2023,(null),UNKNOWN,UNKNOWN,U,,UNKNOWN,UNKNOWN,D,1026257,188346,40.68354331,-73.84854108,"(40.68354331, -73.84854108)",POINT (-73.84854108 40.68354331),24012,46,3,41,60
261247838,49,BRONX,12/30/2022,05:30:00,12/31/2022,19:30:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO BRONX,338,"LARCENY,PETIT FROM BUILDING,UN",HOSPITAL,01/02/2023,(null),(null),(null),(null),,45-64,BLACK,M,1027180,249115,40.850336,-73.844822,"(40.850336, -73.844822)",POINT (-73.844822 40.850336),11270,59,5,12,32
267667301,43,BRONX,12/30/2022,14:00:00,02/17/2023,14:30:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO BRONX,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",STORAGE FACILITY,05/03/2023,(null),25-44,ASIAN / PACIFIC ISLANDER,M,,UNKNOWN,UNKNOWN,D,1027047,243368,40.834563,-73.845339,"(40.834563, -73.845339)",POINT (-73.845339 40.834563),11271,58,5,31,26
261428237,49,BRONX,12/30/2022,16:30:00,01/05/2023,17:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,126,FELONY,INSIDE,MISCELLANEOUS PENAL LAW,(null),PATROL BORO BRONX,461,UNAUTHORIZED USE VEHICLE 2,RESIDENCE-HOUSE,01/05/2023,(null),45-64,WHITE HISPANIC,M,,UNKNOWN,UNKNOWN,D,1027481,249749,40.852073,-73.843731,"(40.852073, -73.843731)",POINT (-73.843731 40.852073),11270,59,5,12,32
261265666,49,BRONX,12/30/2022,08:59:00,01/03/2023,08:59:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,351,MISDEMEANOR,REAR OF,CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO BRONX,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",OPEN AREAS (OPEN LOTS),01/03/2023,(null),(null),(null),(null),,UNKNOWN,UNKNOWN,D,1028978,246342,40.842714,-73.838342,"(40.842714, -73.838342)",POINT (-73.838342 40.842714),11270,59,5,12,32
261289504,112,QUEENS,12/30/2022,15:00:00,01/03/2023,08:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,121,FELONY,(null),CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO QUEENS NORTH,267,"MISCHIEF, CRIMINAL 3 & 2, OF M",STREET,01/03/2023,(null),(null),(null),(null),,45-64,ASIAN / PACIFIC ISLANDER,F,1028215,204168,40.72696139,-73.8413781,"(40.72696139, -73.8413781)",POINT (-73.8413781 40.72696139),14786,40,3,28,70
261642994,47,BRONX,12/30/2022,14:00:00,12/30/2022,18:10:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO BRONX,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",BOOK/CARD,01/09/2023,(null),UNKNOWN,UNKNOWN,M,,UNKNOWN,UNKNOWN,D,1028319,263066,40.88862,-73.840614,"(40.88862, -73.840614)",POINT (-73.840614 40.88862),11275,29,5,2,30
261210629,102,QUEENS,12/30/2022,08:00:00,01/01/2023,14:30:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,351,MISDEMEANOR,FRONT OF,CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO QUEENS SOUTH,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",STREET,01/01/2023,(null),UNKNOWN,UNKNOWN,U,,65+,ASIAN / PACIFIC ISLANDER,F,1029506,189916,40.687838,-73.836815,"(40.687838, -73.836815)",POINT (-73.836815 40.687838),24012,46,3,46,60
263724049,109,QUEENS,12/30/2022,08:00:00,01/14/2023,08:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO QUEENS NORTH,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",STORAGE FACILITY,02/16/2023,(null),UNKNOWN,UNKNOWN,U,,25-44,BLACK,M,1029893,217864,40.764547,-73.83523,"(40.764547, -73.83523)",POINT (-73.83523 40.764547),13832,22,3,3,67
269353159,106,QUEENS,12/30/2022,23:30:00,,(null),COMPLETED,(null),,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,(null),PATROL BORO QUEENS SOUTH,175,"SEXUAL ABUSE 3,2",RESIDENCE - APT. HOUSE,06/05/2023,(null),25-44,BLACK,M,,25-44,BLACK,F,1028607,187930,40.682398279333,-73.8400721577516,"(40.682398279333, -73.8400721577516)",POINT (-73.8400721577516 40.682398279333),24013,62,3,41,64
261284022,45,BRONX,12/30/2022,08:30:00,01/03/2023,11:23:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,FRONT OF,PETIT LARCENY,(null),PATROL BORO BRONX,349,"LARCENY,PETIT OF LICENSE PLATE",STREET,01/03/2023,(null),UNKNOWN,UNKNOWN,U,,25-44,WHITE HISPANIC,M,1032724,245801,40.84121,-73.82481,"(40.84121, -73.82481)",POINT (-73.82481 40.84121),11274,43,5,12,28
264497863,109,QUEENS,12/30/2022,14:15:00,,(null),COMPLETED,(null),,0,N.Y. POLICE DEPT,361,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,(null),PATROL BORO QUEENS NORTH,639,AGGRAVATED HARASSMENT 2,COMMERCIAL BUILDING,01/01/2023,(null),UNKNOWN,UNKNOWN,U,,25-44,ASIAN / PACIFIC ISLANDER,M,1031732,216447,40.760648,-73.828602,"(40.760648, -73.828602)",POINT (-73.828602 40.760648),13832,22,3,3,67
