"","CMPLNT_NUM","ADDR_PCT_CD","BORO_NM","CMPLNT_FR_DT","CMPLNT_FR_TM","CMPLNT_TO_DT","CMPLNT_TO_TM","CRM_ATPT_CPTD_CD","JURISDICTION_CODE","JURIS_DESC","KY_CD","LAW_CAT_CD","LOC_OF_OCCUR_DESC","OFNS_DESC","PATROL_BORO","PD_CD","PD_DESC","PREM_TYP_DESC","RPT_DT","SUSP_AGE_GROUP","SUSP_RACE","SUSP_SEX","VIC_AGE_GROUP","VIC_RACE","VIC_SEX","X_COORD_CD","Y_COORD_CD","Latitude","Longitude","Lat_Lon","New Georeferenced Column","Zip Codes","Community Districts","Borough Boundaries","City Council Districts","Police Precincts"
"6061","261727655",18,"MANHATTAN","12/28/2022",21:30:00,"12/28/2022","21:33:00","COMPLETED",0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2","PATROL BORO MAN SOUTH",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","01/10/2023","(null)","(null)","(null)","25-44","WHITE","F",988415,217570,40.763856,-73.984963,"(40.763856, -73.984963)","POINT (-73.984963 40.763856)",12081,11,4,10,10
"6062","262479439",20,"MANHATTAN","12/28/2022",19:00:00,"01/03/2023","17:00:00","COMPLETED",0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","PATROL BORO MAN NORTH",439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","BANK","01/25/2023","UNKNOWN","UNKNOWN","U","45-64","WHITE HISPANIC","M",989200,222851,40.778351,-73.982126,"(40.778351, -73.982126)","POINT (-73.982126 40.778351)",12420,20,4,19,12
"6063","261732350",13,"MANHATTAN","12/28/2022",00:00:00,"01/01/2023","08:00:00","COMPLETED",0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","PATROL BORO MAN SOUTH",428,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNAUTHORIZED PURCHASE","RESIDENCE - APT. HOUSE","01/11/2023","UNKNOWN","UNKNOWN","U","65+","WHITE","F",989989,209649,40.742115,-73.979289,"(40.742115, -73.979289)","POINT (-73.979289 40.742115)",12078,71,4,50,7
"6064","261239271",60,"BROOKLYN","12/28/2022",12:00:00,"12/30/2022","21:00:00","COMPLETED",0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","FRONT OF","PETIT LARCENY","PATROL BORO BKLYN SOUTH",321,"LARCENY,PETIT FROM AUTO","STREET","01/02/2023","UNKNOWN","UNKNOWN","U","25-44","WHITE","M",989913,149672,40.57749,-73.979612,"(40.57749, -73.979612)","POINT (-73.979612 40.57749)",18184,21,2,45,35
"6065","261434872",66,"BROOKLYN","12/28/2022",15:00:00,NA,"(null)","COMPLETED",0,"N.Y. POLICE DEPT",578,"VIOLATION","(null)","HARRASSMENT 2","PATROL BORO BKLYN SOUTH",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","01/03/2023","UNKNOWN","UNKNOWN","U","25-44","WHITE HISPANIC","F",989858,172109,40.639076,-73.979791,"(40.639076, -73.979791)","POINT (-73.979791 40.639076)",17620,2,2,27,39
"6066","262274254",60,"BROOKLYN","12/28/2022",08:00:00,"01/08/2023","14:30:00","COMPLETED",0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","PATROL BORO BKLYN SOUTH",405,"LARCENY,GRAND BY THEFT OF CREDIT CARD","STORE UNCLASSIFIED","01/09/2023","UNKNOWN","UNKNOWN","U","25-44","WHITE","M",991039,150242,40.579055,-73.975558,"(40.579055, -73.975558)","POINT (-73.975558 40.579055)",18184,21,2,15,35
"6067","261739943",18,"MANHATTAN","12/28/2022",18:00:00,"12/28/2022","20:30:00","COMPLETED",0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","PATROL BORO MAN SOUTH",411,"LARCENY,GRAND FROM EATERY, UNATTENDED","RESTAURANT/DINER","01/11/2023","UNKNOWN","UNKNOWN","U","65+","WHITE","F",991014,217494,40.763645,-73.975582,"(40.763645, -73.975582)","POINT (-73.975582 40.763645)",12081,11,4,51,10
"6068","262323157",88,"BROOKLYN","12/28/2022",17:53:00,"12/28/2022","17:55:00","COMPLETED",0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","PATROL BORO BKLYN NORTH",458,"LARCENY,GRAND FROM RESIDENCE/BUILDING,UNATTENDED, PACKAGE THEFT INSIDE","RESIDENCE - APT. HOUSE","01/22/2023","UNKNOWN","BLACK","M","25-44","WHITE","F",991433,188709,40.684637,-73.974101,"(40.684637, -73.974101)","POINT (-73.974101 40.684637)",17619,68,2,48,55
"6069","261291785",60,"BROOKLYN","12/28/2022",22:30:00,"12/28/2022","23:00:00","COMPLETED",0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES","PATROL BORO BKLYN SOUTH",101,"ASSAULT 3","RESIDENCE-HOUSE","01/03/2023","UNKNOWN","WHITE","M","25-44","WHITE","M",992943,153309,40.587471,-73.968699,"(40.587471, -73.968699)","POINT (-73.968699 40.587471)",18183,21,2,45,35
"6070","261291783",60,"BROOKLYN","12/28/2022",22:03:00,"12/28/2022","23:00:00","COMPLETED",0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES","PATROL BORO BKLYN SOUTH",101,"ASSAULT 3","RESIDENCE - APT. HOUSE","01/03/2023","UNKNOWN","WHITE","M","45-64","WHITE","F",992943,153309,40.587471,-73.968699,"(40.587471, -73.968699)","POINT (-73.968699 40.587471)",18183,21,2,45,35
"6071","261291784",60,"BROOKLYN","12/28/2022",22:30:00,"12/28/2022","23:00:00","COMPLETED",0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES","PATROL BORO BKLYN SOUTH",101,"ASSAULT 3","RESIDENCE - APT. HOUSE","01/03/2023","UNKNOWN","WHITE","M","25-44","WHITE","F",992943,153309,40.587471,-73.968699,"(40.587471, -73.968699)","POINT (-73.968699 40.587471)",18183,21,2,45,35
"6072","262093506",66,"BROOKLYN","12/28/2022",16:30:00,"12/28/2022","18:30:00","COMPLETED",0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES","PATROL BORO BKLYN SOUTH",113,"MENACING,UNCLASSIFIED","RESIDENCE - APT. HOUSE","01/17/2023","25-44","WHITE","M","18-24","ASIAN / PACIFIC ISLANDER","M",991754,171473,40.637329,-73.97296,"(40.637329, -73.97296)","POINT (-73.97296 40.637329)",17620,2,2,27,39
"6073","265264641",79,"BROOKLYN","12/28/2022",14:00:00,"12/28/2022","14:15:00","COMPLETED",2,"N.Y. HOUSING POLICE",578,"VIOLATION","INSIDE","HARRASSMENT 2","PATROL BORO BKLYN NORTH",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE - PUBLIC HOUSING","03/17/2023","45-64","BLACK","M","25-44","BLACK","F",995301,190523,40.689614,-73.960148,"(40.689614, -73.960148)","POINT (-73.960148 40.689614)",17212,68,2,48,51
"6074","261291490",24,"MANHATTAN","12/28/2022",17:51:00,"12/28/2022","18:15:00","COMPLETED",0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY","PATROL BORO MAN NORTH",352,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE","RESIDENCE - APT. HOUSE","01/03/2023","UNKNOWN","UNKNOWN","U","45-64","WHITE","M",994723,230356,40.798944,-73.962172,"(40.798944, -73.962172)","POINT (-73.962172 40.798944)",12422,20,4,23,15
"6075","262608448",94,"BROOKLYN","12/28/2022",09:00:00,"01/06/2023","13:00:00","COMPLETED",0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","PATROL BORO BKLYN NORTH",420,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT","RESIDENCE - APT. HOUSE","01/27/2023","UNKNOWN","UNKNOWN","U","18-24","AMERICAN INDIAN/ALASKAN NATIVE","M",995296,200345,40.716573,-73.960151,"(40.716573, -73.960151)","POINT (-73.960151 40.716573)",17613,36,2,38,57
"6076","261626594",70,"BROOKLYN","12/28/2022",01:00:00,"12/28/2022","07:10:00","COMPLETED",0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","FRONT OF","PETIT LARCENY","PATROL BORO BKLYN SOUTH",321,"LARCENY,PETIT FROM AUTO","STREET","01/09/2023","(null)","(null)","(null)","45-64","BLACK","F",994524,175697,40.648921,-73.962975,"(40.648921, -73.962975)","POINT (-73.962975 40.648921)",13510,60,2,11,43
"6077","262080001",70,"BROOKLYN","12/28/2022",18:00:00,"12/29/2022","02:00:00","COMPLETED",0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY","PATROL BORO BKLYN SOUTH",343,"LARCENY,PETIT OF BICYCLE","RESIDENCE - APT. HOUSE","01/04/2023","45-64","BLACK","F","25-44","AMERICAN INDIAN/ALASKAN NATIVE","F",994950,170858,40.635638,-73.961445,"(40.635638, -73.961445)","POINT (-73.961445 40.635638)",13510,60,2,11,43
"6078","264718094",71,"BROOKLYN","12/28/2022",14:28:00,"12/28/2022","14:35:00","COMPLETED",0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY","PATROL BORO BKLYN SOUTH",352,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE","RESIDENCE - APT. HOUSE","02/14/2023","(null)","(null)","(null)","25-44","BLACK","F",995694,179852,40.660324,-73.958749,"(40.660324, -73.958749)","POINT (-73.958749 40.660324)",13509,17,2,11,44
"6079","261793961",19,"MANHATTAN","12/28/2022",19:00:00,"01/03/2023","11:00:00","COMPLETED",0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","PATROL BORO MAN NORTH",439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","MAILBOX OUTSIDE","01/03/2023","UNKNOWN","UNKNOWN","U","65+","WHITE","M",995856,221495,40.774622,-73.958095,"(40.774622, -73.958095)","POINT (-73.958095 40.774622)",10092,23,4,1,11
"6080","261546707",70,"BROOKLYN","12/28/2022",22:00:00,"01/07/2023","16:00:00","COMPLETED",0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","PATROL BORO BKLYN SOUTH",422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)","RESIDENCE - APT. HOUSE","01/07/2023","UNKNOWN","UNKNOWN","U","25-44","WHITE","M",995445,171174,40.636505,-73.959662,"(40.636505, -73.959662)","POINT (-73.959662 40.636505)",13510,60,2,11,43
"6081","261354895",26,"MANHATTAN","12/28/2022",10:12:00,"01/04/2023","02:30:00","COMPLETED",0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","PATROL BORO MAN NORTH",402,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT","RESIDENCE - APT. HOUSE","01/04/2023","UNKNOWN","UNKNOWN","U","18-24","ASIAN / PACIFIC ISLANDER","F",995407,234832,40.811229,-73.959692,"(40.811229, -73.959692)","POINT (-73.959692 40.811229)",12424,37,4,23,17
"6082","261206605",108,"QUEENS","12/28/2022",05:30:00,"12/28/2022","06:20:00","COMPLETED",0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","FRONT OF","PETIT LARCENY","PATROL BORO QUEENS NORTH",339,"LARCENY,PETIT FROM OPEN AREAS,","STREET","01/01/2023","UNKNOWN","UNKNOWN","U","25-44","WHITE HISPANIC","F",996184,211014,40.745855,-73.956931,"(40.745855, -73.956931)","POINT (-73.956931 40.745855)",16864,53,3,33,66
"6083","261814127",90,"BROOKLYN","12/28/2022",17:00:00,"12/28/2022","17:30:00","COMPLETED",0,"N.Y. POLICE DEPT",126,"FELONY","FRONT OF","MISCELLANEOUS PENAL LAW","PATROL BORO BKLYN NORTH",198,"CRIMINAL CONTEMPT 1","STREET","01/12/2023","25-44","WHITE HISPANIC","M","25-44","WHITE HISPANIC","F",996207,198447,40.711361,-73.956867,"(40.711361, -73.956867)","POINT (-73.956867 40.711361)",17613,36,2,30,56
"6084","261434896",90,"BROOKLYN","12/28/2022",17:00:00,NA,"(null)","COMPLETED",0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2","PATROL BORO BKLYN NORTH",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","01/05/2023","UNKNOWN","UNKNOWN","U","25-44","WHITE HISPANIC","F",997496,195487,40.703235,-73.952226,"(40.703235, -73.952226)","POINT (-73.952226 40.703235)",17213,36,2,38,56
"6085","262407543",67,"BROOKLYN","12/28/2022",11:00:00,"01/22/2023","01:00:00","COMPLETED",0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","FRONT OF","ASSAULT 3 & RELATED OFFENSES","PATROL BORO BKLYN SOUTH",114,"OBSTR BREATH/CIRCUL","RESIDENCE - APT. HOUSE","01/22/2023","45-64","BLACK","M","25-44","BLACK","F",997786,177027,40.652566,-73.951216,"(40.652566, -73.951216)","POINT (-73.951216 40.652566)",13510,61,2,11,40
"6086","261311115",19,"MANHATTAN","12/28/2022",01:14:00,"01/03/2023","09:30:00","COMPLETED",0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY","PATROL BORO MAN NORTH",352,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE","RESIDENCE - APT. HOUSE","01/03/2023","UNKNOWN","UNKNOWN","U","25-44","WHITE","M",997293,221326,40.774156,-73.952908,"(40.774156, -73.952908)","POINT (-73.952908 40.774156)",12425,23,4,1,11
"6087","261538627",19,"MANHATTAN","12/28/2022",12:00:00,"01/07/2023","12:00:00","ATTEMPTED",0,"N.Y. POLICE DEPT",112,"FELONY","INSIDE","THEFT-FRAUD","PATROL BORO MAN NORTH",739,"FRAUD,UNCLASSIFIED-FELONY","RESIDENCE - APT. HOUSE","01/07/2023","(null)","(null)","(null)","45-64","WHITE","F",997026,220846,40.77284,-73.953871,"(40.77284, -73.953871)","POINT (-73.953871 40.77284)",10092,23,4,1,11
"6088","261276140",67,"BROOKLYN","12/28/2022",17:30:00,"12/28/2022","17:30:00","COMPLETED",0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","(null)","PETIT LARCENY","PATROL BORO BKLYN SOUTH",352,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE","RESIDENCE - APT. HOUSE","01/03/2023","UNKNOWN","UNKNOWN","U","25-44","BLACK","F",997814,176683,40.651622,-73.951116,"(40.651622, -73.951116)","POINT (-73.951116 40.651622)",13510,61,2,11,40
"6089","266087173",77,"BROOKLYN","12/28/2022",10:00:00,"12/28/2022","11:00:00","COMPLETED",0,"N.Y. POLICE DEPT",112,"FELONY","INSIDE","THEFT-FRAUD","PATROL BORO BKLYN NORTH",739,"FRAUD,UNCLASSIFIED-FELONY","RESIDENCE - APT. HOUSE","04/03/2023","UNKNOWN","UNKNOWN","U","65+","ASIAN / PACIFIC ISLANDER","F",997597,183356,40.669938,-73.951886,"(40.669938, -73.951886)","POINT (-73.951886 40.669938)",13509,16,2,48,49
"6090","269956971",90,"BROOKLYN","12/28/2022",01:00:00,"12/28/2022","03:00:00","COMPLETED",0,"N.Y. POLICE DEPT",232,"MISDEMEANOR","INSIDE","POSSESSION OF STOLEN PROPERTY","PATROL BORO BKLYN NORTH",490,"STOLEN PROPERTY 3,POSSESSION","(null)","06/16/2023","45-64","BLACK HISPANIC","M","25-44","BLACK","M",998016,196598,40.706283,-73.950348,"(40.706283, -73.950348)","POINT (-73.950348 40.706283)",17213,36,2,30,56
"6091","267972225",28,"MANHATTAN","12/28/2022",10:30:00,"05/09/2023","10:00:00","COMPLETED",0,"N.Y. POLICE DEPT",112,"FELONY","INSIDE","THEFT-FRAUD","PATROL BORO MAN NORTH",739,"FRAUD,UNCLASSIFIED-FELONY","RESIDENCE - APT. HOUSE","05/09/2023","(null)","(null)","(null)","25-44","BLACK","M",998296,234474,40.810242,-73.949259,"(40.810242, -73.949259)","POINT (-73.949259 40.810242)",12424,18,4,36,18
"6092","261911615",23,"MANHATTAN","12/28/2022",18:00:00,"01/09/2023","11:00:00","COMPLETED",0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","PATROL BORO MAN NORTH",430,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED","RESIDENCE - APT. HOUSE","01/14/2023","(null)","(null)","(null)","25-44","WHITE","M",998115,229249,40.795902,-73.949923,"(40.795902, -73.949923)","POINT (-73.949923 40.795902)",12426,7,4,36,14
"6093","265439167",90,"BROOKLYN","12/28/2022",12:00:00,"12/28/2022","12:30:00","COMPLETED",0,"N.Y. POLICE DEPT",112,"FELONY","INSIDE","THEFT-FRAUD","PATROL BORO BKLYN NORTH",739,"FRAUD,UNCLASSIFIED-FELONY","RESIDENCE - APT. HOUSE","03/20/2023","UNKNOWN","UNKNOWN","U","45-64","WHITE HISPANIC","F",998540,195313,40.702755,-73.948459,"(40.702755, -73.948459)","POINT (-73.948459 40.702755)",17213,36,2,38,56
"6094","261251452",19,"MANHATTAN","12/28/2022",12:00:00,"01/02/2023","12:00:00","COMPLETED",0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","PATROL BORO MAN NORTH",420,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT","RESIDENCE - APT. HOUSE","01/02/2023","(null)","(null)","(null)","45-64","ASIAN / PACIFIC ISLANDER","M",998200,224473,40.782792,-73.949626,"(40.782792, -73.949626)","POINT (-73.949626 40.782792)",10099,23,4,1,11
"6095","262093530",94,"BROOKLYN","12/28/2022",17:10:00,"12/29/2022","00:00:00","COMPLETED",0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY","PATROL BORO BKLYN NORTH",352,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE","RESIDENCE - APT. HOUSE","01/17/2023","UNKNOWN","UNKNOWN","U","25-44","BLACK","F",999028,200922,40.718149,-73.946687,"(40.718149, -73.946687)","POINT (-73.946687 40.718149)",17613,36,2,30,57
"6096","264391440",77,"BROOKLYN","12/28/2022",12:00:00,"03/01/2023","12:30:00","COMPLETED",0,"N.Y. POLICE DEPT",107,"FELONY","INSIDE","BURGLARY","PATROL BORO BKLYN NORTH",221,"BURGLARY,RESIDENCE,DAY","RESIDENCE - APT. HOUSE","03/01/2023","UNKNOWN","UNKNOWN","U","25-44","BLACK","F",999901,183190,40.66948,-73.94358,"(40.66948, -73.94358)","POINT (-73.94358 40.66948)",17615,16,2,48,49
"6097","262067326",79,"BROOKLYN","12/28/2022",00:00:00,"12/28/2022","01:00:00","COMPLETED",0,"N.Y. POLICE DEPT",233,"MISDEMEANOR","INSIDE","SEX CRIMES","PATROL BORO BKLYN NORTH",170,"SEXUAL MISCONDUCT,INTERCOURSE","RESIDENCE - APT. HOUSE","01/17/2023","<18","BLACK","M","<18","BLACK","F",999496,190300,40.68900139556,-73.9450265328727,"(40.68900139556, -73.9450265328727)","POINT (-73.9450265328727 40.68900139556)",18181,69,2,49,51
"6098","261653346",63,"BROOKLYN","12/28/2022",19:00:00,"12/28/2022","20:00:00","COMPLETED",0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2","PATROL BORO BKLYN SOUTH",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","01/09/2023","25-44","BLACK","F","18-24","BLACK","F",999606,168806,40.629997,-73.944674,"(40.629997, -73.944674)","POINT (-73.944674 40.629997)",17217,5,2,26,38
"6099","261281948",33,"MANHATTAN","12/28/2022",19:24:00,"12/28/2022","19:28:00","COMPLETED",0,"N.Y. POLICE DEPT",361,"MISDEMEANOR","INSIDE","OFF. AGNST PUB ORD SENSBLTY &","PATROL BORO MAN NORTH",639,"AGGRAVATED HARASSMENT 2","RESIDENCE - APT. HOUSE","01/02/2023","UNKNOWN","BLACK HISPANIC","F","25-44","BLACK HISPANIC","F",1000261,248231,40.848,-73.942127,"(40.848, -73.942127)","POINT (-73.942127 40.848)",13091,47,4,39,21
"6100","261775516",32,"MANHATTAN","12/28/2022",14:58:00,"12/28/2022","15:00:00","COMPLETED",0,"N.Y. POLICE DEPT",105,"FELONY","INSIDE","ROBBERY","PATROL BORO MAN NORTH",389,"ROBBERY,DWELLING","RESIDENCE - APT. HOUSE","01/11/2023","25-44","BLACK","F","25-44","BLACK","F",1000980,239318,40.823533,-73.939551,"(40.823533, -73.939551)","POINT (-73.939551 40.823533)",13097,18,4,36,20
"6101","261503965",33,"MANHATTAN","12/28/2022",22:00:00,"01/03/2023","16:28:00","COMPLETED",0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY","PATROL BORO MAN NORTH",352,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE","RESIDENCE - APT. HOUSE","01/06/2023","(null)","(null)","(null)","25-44","BLACK","F",1001481,246268,40.842608,-73.937724,"(40.842608, -73.937724)","POINT (-73.937724 40.842608)",13090,47,4,39,21
"6102","261368358",77,"BROOKLYN","12/28/2022",20:30:00,NA,"(null)","COMPLETED",2,"N.Y. HOUSING POLICE",121,"FELONY","INSIDE","CRIMINAL MISCHIEF & RELATED OF","PATROL BORO BKLYN NORTH",269,"MISCHIEF,CRIMINAL,    UNCL 2ND","RESIDENCE - PUBLIC HOUSING","01/04/2023","25-44","UNKNOWN","M","25-44","BLACK","F",1001278,185054,40.674592,-73.938612,"(40.674592, -73.938612)","POINT (-73.938612 40.674592)",17615,16,2,49,49
"6103","262185443",33,"MANHATTAN","12/28/2022",07:30:00,"12/28/2022","07:35:00","COMPLETED",2,"N.Y. HOUSING POLICE",341,"MISDEMEANOR","INSIDE","PETIT LARCENY","PATROL BORO MAN NORTH",338,"LARCENY,PETIT FROM BUILDING,UN","RESIDENCE - PUBLIC HOUSING","01/18/2023","UNKNOWN","UNKNOWN","U","25-44","BLACK","M",1001425,244170,40.836849,-73.937932,"(40.836849, -73.937932)","POINT (-73.937932 40.836849)",13090,47,4,39,21
"6104","261611796",25,"MANHATTAN","12/28/2022",10:00:00,"01/03/2023","15:25:00","COMPLETED",0,"N.Y. POLICE DEPT",351,"MISDEMEANOR","OPPOSITE OF","CRIMINAL MISCHIEF & RELATED OF","PATROL BORO MAN NORTH",254,"MISCHIEF, CRIMINAL 4, OF MOTOR","STREET","01/03/2023","UNKNOWN","UNKNOWN","U","25-44","WHITE","F",1002337,230429,40.799132,-73.934672,"(40.799132, -73.934672)","POINT (-73.934672 40.799132)",13093,7,4,35,16
"6105","261611795",25,"MANHATTAN","12/28/2022",13:26:00,"12/28/2022","14:00:00","COMPLETED",0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2","PATROL BORO MAN NORTH",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","01/08/2023","25-44","WHITE HISPANIC","M","25-44","WHITE","F",1002445,229116,40.79553,-73.934284,"(40.79553, -73.934284)","POINT (-73.934284 40.79553)",12426,7,4,35,16
"6106","261753879",114,"QUEENS","12/28/2022",08:00:00,"12/29/2022","09:30:00","COMPLETED",0,"N.Y. POLICE DEPT",110,"FELONY","(null)","GRAND LARCENY OF MOTOR VEHICLE","PATROL BORO QUEENS NORTH",441,"LARCENY,GRAND OF AUTO","STREET","01/11/2023","UNKNOWN","UNKNOWN","U","45-64","BLACK","M",1003285,220368,40.77151507,-73.93127745,"(40.77151507, -73.93127745)","POINT (-73.93127745 40.77151507)",16859,39,3,4,72
"6107","265849340",34,"MANHATTAN","12/28/2022",16:00:00,"03/13/2023","23:59:00","COMPLETED",0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","PATROL BORO MAN NORTH",430,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED","PUBLIC BUILDING","03/26/2023","UNKNOWN","UNKNOWN","U","65+","BLACK","F",1003184,252167,40.858795,-73.931549,"(40.858795, -73.931549)","POINT (-73.931549 40.858795)",13098,47,4,39,22
"6108","261247867",81,"BROOKLYN","12/28/2022",03:00:00,"01/02/2023","15:45:00","COMPLETED",0,"N.Y. POLICE DEPT",109,"FELONY","(null)","GRAND LARCENY","PATROL BORO BKLYN NORTH",421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE","STREET","01/02/2023","(null)","(null)","(null)","25-44","BLACK","M",1002862,186838,40.6794843,-73.93289735,"(40.6794843, -73.93289735)","POINT (-73.93289735 40.6794843)",17615,69,2,49,52
"6109","261943372",34,"MANHATTAN","12/28/2022",17:43:00,"12/28/2022","22:00:00","COMPLETED",0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY","PATROL BORO MAN NORTH",352,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE","RESIDENCE - APT. HOUSE","01/12/2023","UNKNOWN","UNKNOWN","U","45-64","BLACK","F",1004619,254991,40.866545,-73.926355,"(40.866545, -73.926355)","POINT (-73.926355 40.866545)",13092,47,4,39,22
"6110","261611891",44,"BRONX","12/28/2022",12:16:00,NA,"(null)","COMPLETED",0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","(null)","PETIT LARCENY","PATROL BORO BRONX",352,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE","RESIDENCE-HOUSE","01/02/2023","(null)","(null)","(null)","18-24","BLACK","F",1004687,239413,40.823786,-73.926158,"(40.823786, -73.926158)","POINT (-73.926158 40.823786)",10929,50,5,35,27
"6111","261291321",83,"BROOKLYN","12/28/2022",10:07:00,"12/31/2022","13:55:00","COMPLETED",0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY","PATROL BORO BKLYN NORTH",352,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE","RESIDENCE - APT. HOUSE","01/03/2023","(null)","(null)","(null)","18-24","WHITE","F",1004335,194531,40.700598,-73.92756,"(40.700598, -73.92756)","POINT (-73.92756 40.700598)",18181,42,2,30,53
"6112","262737047",34,"MANHATTAN","12/28/2022",12:00:00,"01/16/2023","18:00:00","COMPLETED",0,"N.Y. POLICE DEPT",112,"FELONY","INSIDE","THEFT-FRAUD","PATROL BORO MAN NORTH",739,"FRAUD,UNCLASSIFIED-FELONY","RESIDENCE - APT. HOUSE","01/30/2023","(null)","(null)","(null)","45-64","WHITE","F",1004013,254114,40.864138,-73.928549,"(40.864138, -73.928549)","POINT (-73.928549 40.864138)",13098,47,4,39,22
"6113","262417001",67,"BROOKLYN","12/28/2022",09:00:00,"12/28/2022","09:15:00","COMPLETED",0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY","PATROL BORO BKLYN SOUTH",349,"LARCENY,PETIT OF LICENSE PLATE","RESIDENCE-HOUSE","01/24/2023","UNKNOWN","UNKNOWN","U","25-44","BLACK","M",1005978,176669,40.651567,-73.921693,"(40.651567, -73.921693)","POINT (-73.921693 40.651567)",16866,61,2,26,40
